OrderID,CustomerID,ProductCategory,ProductName,Quantity,UnitPrice,OrderDate,Region
476,2453,Books,Comics,1,136.28,2021-05-26,North
477,6742,Sports,Football,1,28.83,2022-06-16,West
478,3725,Toys,Doll,7,178.86,2022-02-07,North
479,8855,Beauty,Foundation,8,41.49,2020-03-09,East
480,1328,Books,Textbook,2,41.73,2020-12-14,West
481,3636,Clothing,Sweater,2,172.29,2023-06-10,West
482,1507,Toys,Puzzle,10,445.43,2020-11-17,North
483,2659,Books,Biography,4,207.59,2023-02-08,East
484,5612,Sports,Tennis Racket,2,29.57,2023-03-16,West
485,3516,Electronics,Headphones,1,216.66,2021-08-26,West
486,4271,Clothing,T-Shirt,4,89.56,2021-08-20,North
487,8758,Clothing,Jacket,7,238.12,2023-09-15,East
488,2493,Toys,Puzzle,6,443.32,2022-01-26,South
489,8303,Electronics,Headphones,8,235.2,2021-04-08,East
490,2009,Home,Sofa,2,335.73,2023-01-13,West
491,4727,Electronics,Smartwatch,9,212.22,2023-01-01,West
492,4860,Grocery,Milk,2,200.43,2020-03-12,South
493,2970,Grocery,Pasta,3,486.22,2021-01-29,South
494,1699,Toys,Action Figure,7,104.95,2023-07-08,South
495,5225,Books,Novel,2,197.11,2022-03-24,East
496,5525,Grocery,Rice,10,295.85,2022-05-09,North
497,7790,Home,Lamp,10,296.03,2020-07-24,North
498,2654,Sports,Bicycle,6,439.56,2021-06-24,West
499,8955,Grocery,Rice,3,141.33,2020-10-21,West
500,1635,Toys,Board Game,4,29.4,2022-08-31,East
501,7102,Electronics,Headphones,5,158.92,2022-10-03,North
502,4734,Home,Curtains,8,388.15,2021-10-19,East
503,7828,Clothing,Jeans,8,109.64,2022-04-13,West
504,9462,Books,Novel,9,396.79,2020-05-14,East
505,9303,Toys,Puzzle,9,440.27,2020-02-29,South
506,4158,Beauty,Lipstick,4,21.37,2020-04-13,East
507,4262,Sports,Yoga Mat,8,255.04,2023-07-25,North
508,1500,Beauty,Perfume,8,299.05,2020-12-29,West
509,6730,Books,Biography,5,375.74,2023-11-11,North
510,5670,Electronics,Smartwatch,1,85.64,2023-03-17,South
511,4626,Beauty,Foundation,5,327.54,2022-11-17,North
512,1145,Grocery,Pasta,3,302.57,2020-01-18,South
513,5135,Sports,Yoga Mat,7,448.26,2021-12-15,West
514,5128,Beauty,Moisturizer,5,340.21,2023-07-01,West
515,2676,Electronics,Camera,6,282.92,2023-05-01,East
516,5890,Clothing,Dress,2,171.46,2021-07-20,East
517,5536,Sports,Yoga Mat,4,79.22,2021-05-07,North
518,7620,Books,Biography,1,329.42,2021-08-28,East
519,7857,Toys,Doll,1,293.6,2023-03-17,South
520,6622,Beauty,Shampoo,8,453.73,2023-10-07,East
521,9311,Sports,Tennis Racket,9,94.66,2020-07-18,West
522,3096,Sports,Bicycle,3,473.73,2021-11-18,North
523,4641,Books,Biography,5,213.13,2021-11-09,East
524,5269,Sports,Dumbbells,2,237.92,2023-07-23,North
525,8736,Beauty,Shampoo,2,434.41,2022-02-20,East
526,7768,Electronics,Laptop,3,496.21,2021-12-02,West
527,8496,Home,Curtains,3,390.58,2022-09-25,East
528,3897,Books,Novel,1,228.77,2021-03-04,South
529,3595,Grocery,Rice,3,309.17,2023-07-21,West
530,7609,Toys,Doll,7,7.31,2022-12-29,South
531,7112,Electronics,Headphones,9,99.34,2023-10-17,North
532,5076,Beauty,Perfume,5,68.82,2022-02-24,East
533,3736,Clothing,T-Shirt,5,474.49,2022-07-22,East
534,8105,Home,Curtains,8,182.83,2021-01-20,South
535,7609,Electronics,Laptop,4,364.95,2020-09-25,South
536,1359,Home,Sofa,6,357.0,2020-03-17,West
537,5190,Electronics,Camera,1,332.68,2023-08-31,North
538,1790,Clothing,Dress,8,193.23,2023-01-25,East
539,8772,Home,Lamp,1,154.05,2023-09-17,North
540,9524,Sports,Bicycle,10,351.86,2022-05-07,North
541,9381,Clothing,Jacket,2,393.46,2022-10-16,South
542,4272,Sports,Bicycle,4,182.17,2022-04-19,East
543,3627,Electronics,Camera,8,455.63,2023-11-10,West
544,6416,Beauty,Lipstick,1,337.46,2020-08-14,West
545,3443,Clothing,Sweater,2,363.16,2020-07-26,East
546,4787,Grocery,Milk,5,234.82,2020-07-23,South
547,1646,Sports,Yoga Mat,6,215.87,2020-08-25,North
548,1751,Electronics,Laptop,3,167.69,2022-06-15,East
549,2522,Books,Textbook,3,61.35,2022-03-30,West
550,5453,Toys,Doll,7,326.18,2020-12-07,North
551,3171,Electronics,Laptop,2,210.93,2023-04-24,West
552,8178,Home,Chair,7,390.69,2023-06-06,North
553,3140,Grocery,Eggs,2,444.36,2022-06-21,North
554,2037,Sports,Yoga Mat,1,353.76,2023-10-20,South
555,6542,Clothing,Dress,4,243.56,2023-09-21,West
556,3435,Electronics,Smartphone,3,255.26,2022-08-19,West
557,3709,Clothing,Dress,6,124.24,2021-07-23,North
558,9305,Beauty,Shampoo,7,204.62,2021-04-26,North
559,8521,Grocery,Bread,8,48.57,2022-10-17,West
560,6178,Clothing,Dress,1,55.81,2022-04-24,North
561,9996,Electronics,Smartphone,10,481.77,2023-07-29,East
562,9328,Beauty,Moisturizer,6,184.85,2020-04-21,South
563,8445,Books,Magazine,10,301.98,2023-09-07,East
564,8414,Clothing,T-Shirt,4,6.09,2021-12-28,East
565,9973,Books,Novel,1,448.95,2022-10-05,South
566,7704,Clothing,Jacket,10,101.98,2020-09-04,West
567,4532,Grocery,Pasta,6,58.34,2022-04-28,North
568,3018,Grocery,Eggs,10,478.31,2020-10-02,West
569,1071,Electronics,Camera,7,420.21,2022-09-16,South
570,3845,Home,Sofa,7,330.47,2023-05-26,East
571,9259,Toys,Doll,10,458.38,2021-05-23,East
572,7518,Books,Textbook,8,403.37,2020-10-09,West
573,9393,Sports,Bicycle,6,357.38,2023-02-07,South
574,4291,Beauty,Shampoo,5,344.87,2023-10-09,South
575,3913,Books,Novel,6,283.33,2023-04-08,West
576,9747,Sports,Dumbbells,1,263.75,2020-02-21,West
577,3381,Electronics,Smartphone,4,137.15,2020-11-25,East
578,5105,Home,Sofa,5,105.98,2023-01-13,North
579,6876,Grocery,Rice,10,434.68,2023-02-24,South
580,7371,Beauty,Shampoo,5,348.0,2020-04-06,West
581,7349,Toys,Board Game,9,31.63,2021-05-29,South
582,8259,Beauty,Perfume,10,275.57,2023-05-20,South
583,4170,Sports,Dumbbells,3,491.81,2020-06-01,South
584,3847,Clothing,Dress,1,217.11,2023-02-13,East
585,3131,Home,Chair,5,7.79,2022-08-13,South
586,1654,Home,Curtains,10,30.17,2023-07-04,East
587,9037,Books,Novel,6,265.07,2021-01-11,North
588,9276,Home,Table,9,270.83,2020-07-07,East
589,4624,Beauty,Perfume,6,183.59,2021-03-23,West
590,1144,Clothing,Jacket,8,123.97,2023-08-08,South
591,1653,Books,Comics,2,196.01,2023-01-11,East
592,1404,Books,Magazine,9,225.55,2020-03-30,East
593,4154,Books,Magazine,2,474.36,2020-12-08,North
594,2072,Beauty,Foundation,7,418.65,2021-02-25,West
595,2181,Home,Sofa,8,359.85,2020-03-18,North
596,2200,Electronics,Laptop,5,281.25,2023-03-23,South
597,5237,Toys,Doll,8,316.96,2022-06-05,East
598,1276,Toys,Action Figure,9,7.92,2023-06-20,North
599,1745,Clothing,Jacket,9,57.54,2023-11-05,East
600,2417,Sports,Dumbbells,7,200.58,2023-09-15,North
601,8765,Home,Chair,4,72.51,2022-03-11,East
602,3360,Sports,Yoga Mat,1,278.99,2023-02-10,South
603,3019,Electronics,Smartphone,10,300.34,2023-01-05,North
604,5992,Beauty,Perfume,4,209.26,2023-08-15,South
605,3637,Home,Lamp,10,418.2,2021-02-01,North
606,3971,Electronics,Camera,8,324.11,2020-05-29,East
607,2103,Sports,Football,4,364.17,2022-09-24,East
608,6851,Home,Lamp,2,146.14,2020-05-22,South
609,6206,Grocery,Eggs,6,310.09,2021-09-18,South
610,6971,Books,Comics,3,7.39,2021-05-19,South
611,8145,Sports,Yoga Mat,3,341.39,2021-11-10,West
612,8583,Grocery,Milk,5,246.05,2020-08-10,South
613,2343,Sports,Tennis Racket,9,102.23,2023-07-07,North
614,2235,Electronics,Camera,1,407.26,2023-03-31,West
615,4485,Electronics,Camera,5,274.02,2023-01-10,West
616,3435,Books,Comics,4,446.26,2023-04-22,East
617,3193,Grocery,Bread,9,49.82,2022-01-15,North
618,4913,Home,Chair,3,225.88,2021-01-01,South
619,8921,Books,Novel,4,381.93,2021-04-19,North
620,5331,Books,Biography,1,335.95,2022-11-26,East
621,7358,Grocery,Eggs,1,24.75,2023-08-21,East
622,2691,Sports,Yoga Mat,10,274.45,2020-12-22,West
623,7201,Books,Magazine,2,260.75,2022-02-09,South
624,9460,Toys,Board Game,6,246.0,2022-09-14,North
625,9222,Home,Table,3,118.85,2022-11-19,East
626,4465,Home,Lamp,3,184.3,2020-08-30,South
627,7793,Books,Novel,8,339.24,2022-09-08,South
628,3641,Toys,Action Figure,4,26.36,2023-03-20,South
629,3207,Electronics,Camera,3,32.68,2021-06-12,South
630,9464,Toys,Lego Set,10,320.62,2023-09-17,East
631,2404,Beauty,Moisturizer,10,496.42,2022-09-13,South
632,4594,Toys,Lego Set,3,398.33,2021-01-07,East
633,3747,Books,Comics,10,297.35,2021-04-15,West
634,7315,Home,Sofa,1,105.16,2022-10-29,West
635,3450,Clothing,Jeans,8,451.3,2023-05-13,North
636,9706,Clothing,T-Shirt,8,331.4,2023-05-20,North
637,8069,Toys,Board Game,1,350.33,2022-05-28,South
638,8899,Toys,Board Game,10,403.29,2023-11-27,North
639,7971,Home,Curtains,8,384.1,2020-06-20,East
640,9908,Toys,Board Game,4,7.71,2020-01-15,North
641,9515,Electronics,Smartwatch,4,345.44,2021-10-08,West
642,6935,Clothing,Jeans,7,327.53,2021-06-03,East
643,9783,Toys,Lego Set,6,307.88,2023-10-25,West
644,4337,Toys,Lego Set,9,243.82,2022-01-28,West
645,5157,Sports,Bicycle,6,388.23,2022-03-26,South
646,2951,Beauty,Moisturizer,3,54.64,2022-11-07,West
647,6544,Electronics,Laptop,7,482.46,2020-01-11,North
648,3381,Grocery,Bread,7,48.63,2021-06-22,South
649,7075,Clothing,Sweater,1,363.62,2022-03-31,East
650,1941,Home,Table,8,10.3,2023-09-07,East
651,4190,Electronics,Camera,9,260.33,2021-04-19,South
652,1590,Books,Biography,1,487.94,2020-06-26,East
653,7544,Books,Comics,7,295.11,2022-11-26,North
654,2124,Clothing,Sweater,5,364.44,2023-02-19,East
655,6693,Sports,Tennis Racket,10,481.71,2022-07-20,West
656,1076,Sports,Tennis Racket,7,255.59,2023-02-18,North
657,9243,Sports,Yoga Mat,2,402.46,2021-06-11,East
658,8254,Toys,Lego Set,8,386.13,2021-11-26,West
659,8548,Electronics,Smartwatch,2,132.62,2022-02-22,South
660,4767,Books,Comics,6,260.67,2020-01-20,East
661,5067,Sports,Football,7,338.48,2021-12-01,North
662,3924,Grocery,Milk,6,113.19,2023-03-20,East
663,3994,Beauty,Moisturizer,4,121.26,2021-05-10,East
664,4387,Beauty,Foundation,4,418.99,2021-12-30,South
665,2747,Clothing,T-Shirt,8,308.84,2023-01-13,North
666,8901,Books,Magazine,6,248.71,2023-03-22,East
667,9041,Home,Chair,5,201.95,2023-03-27,South
668,1887,Toys,Doll,9,21.12,2021-12-12,West
669,3863,Grocery,Rice,9,232.73,2023-11-12,North
670,1193,Beauty,Moisturizer,10,54.87,2022-01-10,East
671,4066,Sports,Tennis Racket,5,238.32,2023-06-09,East
672,6995,Home,Table,7,109.21,2023-12-06,East
673,6981,Toys,Board Game,8,94.05,2020-09-25,South
674,2636,Sports,Tennis Racket,9,218.95,2022-02-19,South
675,3389,Home,Table,1,92.42,2022-10-20,South
676,9470,Books,Comics,5,129.23,2023-03-08,North
677,7527,Clothing,Jeans,1,111.66,2021-06-04,West
678,2577,Grocery,Milk,5,183.68,2023-02-21,East
679,6638,Electronics,Smartwatch,2,178.79,2023-10-23,South
680,9821,Home,Curtains,6,165.92,2022-11-11,West
681,8322,Clothing,Dress,10,146.83,2023-07-17,South
682,3745,Books,Comics,10,287.96,2020-05-26,North
683,3654,Books,Biography,6,161.85,2021-08-19,East
684,7479,Sports,Dumbbells,6,375.21,2022-12-02,West
685,7782,Home,Lamp,1,66.89,2021-04-25,East
686,2311,Beauty,Foundation,7,55.99,2020-05-10,West
687,9985,Electronics,Smartphone,7,264.37,2020-06-19,North
688,5300,Home,Sofa,7,158.14,2021-05-21,East
689,8260,Home,Lamp,9,420.07,2020-02-28,North
690,6846,Books,Comics,8,487.62,2023-01-12,East
691,9987,Grocery,Pasta,9,92.63,2023-05-08,West
692,8126,Sports,Yoga Mat,8,272.14,2020-07-02,West
693,6044,Books,Comics,5,82.08,2020-01-22,North
694,9574,Home,Curtains,5,237.25,2020-01-18,West
695,8816,Sports,Football,7,399.99,2023-05-07,South
696,1118,Books,Biography,7,441.67,2022-06-14,West
697,5094,Home,Table,7,114.19,2020-06-11,West
698,4924,Sports,Yoga Mat,9,405.36,2022-04-25,South
699,2121,Home,Lamp,5,59.63,2022-07-21,West
700,5458,Grocery,Pasta,6,14.6,2020-04-11,North
701,4046,Clothing,Jacket,5,66.89,2022-06-16,North
702,4814,Clothing,Jeans,1,249.32,2021-12-01,West
703,6104,Grocery,Milk,8,349.98,2020-03-05,East
704,2314,Home,Sofa,5,388.95,2020-05-26,West
705,3975,Beauty,Perfume,7,414.98,2020-09-06,South
706,7304,Grocery,Pasta,1,103.59,2020-07-11,South
707,8746,Toys,Board Game,6,83.51,2020-03-27,North
708,5150,Grocery,Milk,4,183.41,2020-04-16,South
709,2850,Beauty,Moisturizer,6,12.46,2021-07-19,North
710,7484,Beauty,Lipstick,1,292.63,2023-11-15,West
711,3539,Books,Novel,4,83.06,2020-07-06,East
712,1983,Electronics,Headphones,3,352.16,2020-08-07,South
713,8992,Beauty,Perfume,9,395.34,2021-12-12,West
714,4161,Electronics,Smartwatch,6,363.58,2021-05-28,North
715,8951,Grocery,Bread,5,273.65,2022-09-30,South
716,4057,Books,Textbook,8,141.29,2023-05-11,South
717,2128,Home,Table,5,410.61,2023-01-14,East
718,8439,Electronics,Camera,7,368.16,2020-02-08,East
719,4912,Books,Novel,9,410.43,2021-01-23,West
720,3525,Sports,Yoga Mat,7,322.25,2020-08-14,North
721,9572,Clothing,T-Shirt,3,93.43,2020-03-05,South
722,2753,Grocery,Pasta,2,20.75,2023-08-07,West
723,9026,Sports,Football,6,114.26,2020-05-25,North
724,4419,Grocery,Rice,8,401.5,2020-05-04,East
725,7814,Books,Novel,10,136.58,2020-03-24,North
726,5979,Clothing,Jeans,9,53.07,2021-04-18,West
727,4104,Beauty,Shampoo,4,287.16,2021-01-01,West
728,2728,Books,Comics,7,442.0,2020-12-07,South
729,7579,Books,Biography,9,499.22,2022-06-26,East
730,6163,Books,Textbook,7,383.27,2022-05-31,East
731,4943,Beauty,Moisturizer,9,463.44,2021-06-04,East
732,8412,Grocery,Eggs,1,364.53,2021-08-05,North
733,9480,Home,Curtains,1,153.67,2021-03-30,South
734,6159,Electronics,Headphones,9,258.08,2023-03-14,South
735,2544,Electronics,Smartwatch,6,82.27,2021-06-26,East
736,5093,Beauty,Perfume,5,50.49,2022-03-29,South
737,2264,Books,Comics,3,246.7,2023-11-13,North
738,5921,Electronics,Camera,7,43.85,2020-04-24,East
739,6700,Toys,Doll,2,435.54,2021-04-09,North
740,7266,Electronics,Headphones,9,25.39,2023-01-10,South
741,6354,Beauty,Foundation,1,338.45,2022-03-15,West
742,9269,Clothing,Jeans,7,148.44,2022-03-18,South
743,3165,Books,Novel,8,287.86,2020-04-10,West
744,5301,Clothing,Dress,9,220.07,2023-11-30,South
745,3209,Grocery,Bread,4,246.49,2023-08-28,South
746,9589,Beauty,Foundation,2,136.8,2022-05-30,East
747,2467,Clothing,Dress,7,185.81,2021-01-25,East
748,6644,Electronics,Headphones,3,493.89,2023-06-16,West
749,3389,Grocery,Rice,4,103.84,2022-02-04,South
750,2405,Clothing,T-Shirt,4,474.73,2020-10-29,East
751,1225,Books,Novel,5,227.78,2020-02-16,East
752,4424,Beauty,Foundation,9,264.02,2021-06-13,West
753,3315,Electronics,Smartwatch,10,453.49,2022-12-14,North
754,5185,Home,Sofa,5,104.34,2023-11-27,East
755,1869,Grocery,Rice,2,197.38,2021-07-09,East
756,2767,Electronics,Headphones,7,119.43,2022-02-18,North
757,6168,Grocery,Bread,9,48.57,2021-02-11,West
758,1352,Electronics,Laptop,9,155.94,2022-09-30,West
759,3572,Electronics,Headphones,6,180.91,2021-09-11,South
760,9212,Sports,Football,5,439.95,2020-03-01,East
761,4695,Home,Curtains,7,330.18,2020-06-28,West
762,9531,Beauty,Moisturizer,4,288.58,2022-05-23,East
763,6395,Grocery,Bread,3,107.34,2020-10-10,South
764,3262,Sports,Bicycle,3,217.88,2020-10-24,South
765,6201,Clothing,Sweater,9,474.56,2020-08-30,South
766,6203,Home,Sofa,6,440.67,2022-04-27,West
767,5970,Grocery,Milk,3,390.66,2020-08-06,South
768,4026,Electronics,Camera,10,137.1,2023-03-07,South
769,4804,Beauty,Lipstick,6,44.34,2022-09-03,South
770,9230,Grocery,Milk,3,426.8,2022-10-03,West
771,3253,Home,Lamp,4,20.95,2020-01-31,East
772,7767,Beauty,Foundation,4,37.74,2022-06-18,West
773,6323,Grocery,Pasta,7,205.41,2020-03-26,West
774,6126,Toys,Lego Set,10,298.93,2022-12-11,North
775,9530,Clothing,Dress,8,414.37,2020-03-27,South
776,9498,Toys,Action Figure,9,196.76,2023-07-15,North
777,4110,Sports,Dumbbells,7,442.78,2021-08-08,West
778,3727,Toys,Board Game,10,459.92,2023-11-14,South
779,8595,Grocery,Rice,9,61.02,2023-04-13,South
780,7440,Toys,Board Game,8,17.33,2022-07-18,South
781,8449,Clothing,Jacket,6,347.4,2023-12-28,South
782,3024,Clothing,T-Shirt,8,318.87,2020-06-23,West
783,9383,Home,Table,9,193.4,2020-12-15,East
784,3459,Home,Lamp,3,385.73,2020-04-15,West
785,6047,Sports,Dumbbells,5,315.09,2020-08-28,South
786,4323,Electronics,Camera,5,11.04,2022-10-16,West
787,9904,Electronics,Camera,8,122.75,2023-04-20,West
788,8434,Toys,Doll,2,302.6,2020-01-14,South
789,9967,Sports,Bicycle,9,410.96,2021-03-01,North
790,4028,Home,Sofa,6,23.18,2020-03-07,East
791,6424,Clothing,T-Shirt,2,211.39,2020-12-31,South
792,5659,Home,Table,10,183.29,2020-03-14,North
793,5903,Books,Textbook,7,411.03,2022-05-25,North
794,5797,Grocery,Pasta,2,348.84,2021-07-16,East
795,9635,Toys,Lego Set,4,349.44,2023-06-07,North
796,2790,Clothing,Dress,10,467.28,2023-12-18,East
797,7996,Books,Textbook,9,289.7,2023-06-30,East
798,3125,Grocery,Bread,8,248.79,2021-01-03,South
799,5759,Beauty,Lipstick,2,16.87,2023-07-04,North
800,4396,Toys,Doll,1,170.23,2023-02-21,South
801,1185,Beauty,Perfume,5,396.15,2021-09-22,East
802,9301,Books,Novel,2,344.49,2021-11-30,West
803,1477,Home,Lamp,6,417.74,2023-10-09,West
804,8774,Electronics,Laptop,8,81.92,2022-08-01,East
805,8577,Toys,Action Figure,9,153.18,2023-10-20,East
806,9779,Electronics,Laptop,10,344.32,2021-12-25,North
807,3446,Sports,Football,6,491.89,2023-07-07,South
808,7382,Home,Chair,2,432.97,2021-09-23,East
809,1518,Sports,Dumbbells,2,251.04,2021-05-01,East
810,8404,Sports,Tennis Racket,9,154.65,2020-08-17,East
811,1612,Beauty,Lipstick,8,255.47,2022-09-15,South
812,4116,Books,Comics,9,158.63,2021-11-01,South
813,2609,Home,Lamp,1,232.39,2022-12-05,North
814,1067,Sports,Football,10,436.58,2021-11-13,West
815,1755,Clothing,Sweater,5,16.13,2021-10-01,South
816,6257,Beauty,Foundation,5,141.94,2021-10-15,West
817,2927,Sports,Tennis Racket,3,140.45,2020-02-01,North
818,4384,Books,Magazine,6,139.17,2023-12-13,East
819,5011,Home,Sofa,5,308.57,2021-11-24,West
820,1831,Home,Sofa,8,452.13,2020-04-13,North
821,7284,Electronics,Smartphone,7,199.0,2023-12-14,West
822,6826,Sports,Yoga Mat,4,357.88,2023-10-05,North
823,8629,Home,Sofa,8,53.15,2021-09-27,West
824,8709,Beauty,Foundation,3,431.24,2023-06-17,East
825,6954,Toys,Puzzle,6,395.45,2021-10-27,West
826,8987,Electronics,Smartphone,8,60.88,2022-09-07,West
827,3798,Sports,Yoga Mat,10,289.47,2022-11-06,North
828,7646,Clothing,Jacket,9,326.48,2021-09-10,West
829,7566,Toys,Puzzle,10,125.63,2020-11-21,West
830,7288,Clothing,Jacket,4,407.89,2023-04-25,West
831,8132,Books,Magazine,4,90.68,2023-10-03,North
832,8972,Clothing,Sweater,10,234.14,2023-02-10,North
833,8294,Home,Curtains,7,39.46,2020-08-10,West
834,6364,Grocery,Rice,2,112.72,2020-10-11,North
835,3403,Home,Table,9,149.29,2023-06-14,West
836,4205,Beauty,Perfume,5,287.29,2023-10-23,East
837,8122,Books,Novel,10,9.02,2022-11-11,West
838,3089,Sports,Football,6,451.03,2020-04-18,North
839,6885,Clothing,Jacket,1,121.44,2023-12-09,West
840,6212,Toys,Doll,7,220.42,2021-03-08,South
841,8780,Home,Lamp,9,195.37,2022-01-07,West
842,3527,Sports,Tennis Racket,3,10.74,2023-08-20,North
843,3359,Grocery,Eggs,3,46.91,2023-08-08,West
844,8471,Toys,Lego Set,3,229.93,2022-05-18,West
845,7303,Books,Biography,3,215.26,2020-01-16,West
846,4878,Sports,Dumbbells,9,290.29,2020-03-09,North
847,8917,Books,Novel,10,243.36,2023-11-15,North
848,3327,Sports,Dumbbells,9,43.73,2023-06-03,North
849,5017,Grocery,Rice,9,400.06,2021-10-01,North
850,6628,Electronics,Smartwatch,8,258.77,2022-08-18,East
851,7897,Books,Textbook,5,87.92,2023-11-24,East
852,5267,Electronics,Smartwatch,10,88.69,2020-04-15,East
853,1447,Sports,Dumbbells,2,67.78,2020-06-06,East
854,5129,Home,Chair,5,141.23,2021-06-10,North
855,2827,Home,Chair,3,331.28,2022-01-27,South
856,5280,Beauty,Moisturizer,3,400.69,2020-03-08,East
857,2382,Home,Chair,3,419.62,2022-04-25,West
858,4898,Grocery,Pasta,4,290.99,2021-12-07,North
859,5331,Clothing,T-Shirt,3,234.69,2022-09-02,East
860,8803,Beauty,Moisturizer,7,239.92,2020-10-24,West
861,1194,Sports,Dumbbells,7,340.85,2022-12-21,North
862,2595,Books,Comics,10,459.43,2021-07-12,East
863,5429,Sports,Football,5,328.9,2022-03-12,West
864,4961,Beauty,Shampoo,6,340.47,2021-01-03,East
865,9972,Electronics,Smartphone,2,10.92,2020-07-19,North
866,8306,Books,Biography,5,129.69,2020-03-10,North
867,2506,Electronics,Camera,4,475.49,2023-07-30,North
868,2965,Clothing,Sweater,3,191.1,2023-08-19,South
869,2816,Home,Curtains,5,236.14,2020-06-04,West
870,5528,Toys,Board Game,5,85.17,2020-05-31,East
871,2022,Toys,Doll,6,498.0,2021-06-12,East
872,3915,Grocery,Rice,8,489.81,2021-02-14,West
873,3923,Grocery,Rice,3,272.61,2022-06-02,South
874,2740,Grocery,Milk,2,22.26,2020-05-24,East
875,8305,Electronics,Smartwatch,3,328.17,2020-01-02,North
876,7397,Sports,Tennis Racket,6,452.79,2023-03-22,North
877,9444,Grocery,Eggs,7,204.94,2020-05-23,South
878,1054,Toys,Doll,2,285.79,2022-01-05,East
879,5961,Toys,Action Figure,2,185.85,2021-11-27,North
880,8530,Sports,Tennis Racket,3,279.47,2022-02-25,South
881,5896,Toys,Action Figure,6,245.82,2023-07-19,West
882,4104,Home,Sofa,4,17.56,2023-04-29,South
883,9015,Toys,Action Figure,9,323.49,2022-10-20,West
884,1268,Electronics,Headphones,1,172.17,2020-03-28,West
885,2936,Beauty,Shampoo,8,470.34,2023-01-03,South
886,4817,Clothing,T-Shirt,3,247.0,2020-02-09,West
887,1750,Beauty,Foundation,1,90.26,2020-04-12,East
888,2594,Grocery,Bread,3,418.5,2020-05-10,North
889,2870,Grocery,Bread,10,114.18,2021-02-19,West
890,6527,Toys,Board Game,2,488.05,2023-03-25,South
891,6268,Beauty,Lipstick,10,90.86,2020-05-09,North
892,5487,Home,Table,3,349.67,2023-02-07,South
893,8187,Beauty,Shampoo,1,71.02,2023-07-18,West
894,3584,Electronics,Smartwatch,2,8.14,2021-01-02,North
895,5648,Toys,Doll,3,107.05,2023-08-03,East
896,9570,Grocery,Eggs,4,469.35,2023-06-04,North
897,3949,Grocery,Bread,2,315.46,2021-09-08,East
898,7861,Electronics,Camera,4,99.99,2022-12-21,North
899,6929,Beauty,Moisturizer,4,141.83,2021-01-31,North
900,3444,Grocery,Eggs,3,84.08,2020-03-29,North
901,6966,Sports,Tennis Racket,7,129.43,2023-06-17,West
902,1709,Clothing,T-Shirt,9,92.06,2020-02-29,West
903,9436,Clothing,T-Shirt,4,362.09,2023-04-28,East
904,7865,Beauty,Perfume,4,390.59,2021-10-29,South
905,2606,Beauty,Moisturizer,4,190.89,2021-03-27,North
906,8716,Grocery,Rice,7,76.75,2023-06-02,West
907,3917,Toys,Board Game,3,231.58,2021-02-01,East
908,5418,Beauty,Perfume,3,20.89,2023-03-10,North
909,5597,Home,Sofa,8,232.0,2020-12-16,East
910,4602,Sports,Bicycle,3,395.83,2023-07-30,South
911,4763,Clothing,Dress,9,247.16,2021-03-19,West
912,8581,Sports,Football,7,369.41,2021-05-20,South
913,6362,Toys,Lego Set,4,446.45,2023-04-26,South
914,1083,Toys,Action Figure,1,495.68,2022-10-29,North
915,7974,Toys,Doll,2,228.96,2021-05-07,North
916,1203,Toys,Puzzle,3,182.41,2021-05-04,North
917,1260,Grocery,Milk,3,353.14,2023-03-14,North
918,8452,Grocery,Pasta,7,96.55,2022-01-28,West
919,1022,Clothing,Dress,6,267.81,2021-08-30,West
920,5420,Beauty,Lipstick,10,441.02,2020-04-22,East
921,1844,Clothing,Dress,6,235.35,2020-03-24,East
922,7003,Home,Chair,2,282.58,2021-02-23,South
923,6487,Beauty,Shampoo,2,326.27,2023-04-03,South
924,4693,Books,Textbook,5,254.27,2022-05-16,East
925,1892,Clothing,Jacket,6,228.94,2022-10-23,North
926,8703,Sports,Dumbbells,10,187.23,2023-10-10,North
927,4085,Grocery,Rice,2,198.39,2021-01-01,East
928,2260,Clothing,Jeans,5,60.45,2020-10-30,West
929,3465,Beauty,Shampoo,1,150.12,2023-10-29,South
930,8764,Books,Comics,8,370.17,2020-02-13,East
931,4097,Clothing,T-Shirt,4,418.3,2022-11-30,East
932,7745,Books,Textbook,8,298.71,2023-11-28,West
933,8503,Sports,Bicycle,3,449.65,2021-09-19,South
934,5259,Beauty,Moisturizer,6,485.51,2020-04-06,South
935,6785,Sports,Dumbbells,3,311.22,2020-11-25,East
936,3986,Home,Lamp,3,122.76,2020-03-25,East
937,3072,Grocery,Milk,6,96.33,2023-02-25,North
938,6192,Books,Biography,6,226.97,2020-11-28,East
939,2990,Electronics,Smartwatch,8,385.42,2022-07-27,East
940,3556,Electronics,Camera,9,168.98,2023-12-15,East
941,8764,Sports,Bicycle,3,400.79,2022-06-24,East
942,2840,Grocery,Rice,3,340.61,2020-08-27,East
943,1406,Toys,Lego Set,4,225.76,2020-07-08,East
944,1901,Beauty,Shampoo,9,114.96,2021-07-23,South
945,1369,Clothing,Sweater,8,340.15,2020-06-27,West
946,4185,Grocery,Milk,10,304.51,2020-04-24,East
947,7513,Home,Table,6,196.13,2020-01-25,East
948,6651,Books,Textbook,8,437.78,2020-06-28,South
949,8278,Toys,Doll,5,86.08,2022-05-18,West
950,3286,Clothing,Jeans,4,155.1,2022-12-11,East
